date,cold,flu,pneumonia,coronavirus
01/01/2016,0.11663,0.0559,0.15726,0.00736
02/01/2016,0.13372,0.17135,0.20826,0.0089
03/01/2016,0.14917,0.22317,0.19326,0.00845
04/01/2016,0.17463,0.18626,0.29008,0.01145
05/01/2016,0.17226,0.15072,0.24562,0.01381
06/01/2016,0.17272,0.14399,0.25081,0.01381
07/01/2016,0.1739,0.12408,0.25135,0.0119
08/01/2016,0.16735,0.12499,0.29044,0.01572
09/01/2016,0.13463,0.1019,0.2439,0.01036
10/01/2016,0.15135,0.33062,0.21108,0.00699
11/01/2016,0.18444,0.50643,0.26353,0.01299
12/01/2016,0.17963,0.34608,0.21962,0.01572
13/01/2016,0.17026,0.23244,0.22717,0.01163
14/01/2016,0.16535,0.40198,0.21962,0.01227
15/01/2016,0.16999,0.40853,0.2199,0.01081
16/01/2016,0.14081,0.22972,0.17163,0.00727
17/01/2016,0.1499,0.20881,0.15617,0.00599
18/01/2016,0.18926,0.30953,0.23681,0.01118
19/01/2016,0.17472,0.24899,0.19699,0.0129
20/01/2016,0.1739,0.24317,0.19663,0.01145
21/01/2016,0.16954,0.24217,0.19199,0.01245
22/01/2016,0.1589,0.23017,0.1849,0.01345
23/01/2016,0.14354,0.24471,0.14881,0.00963
24/01/2016,0.15554,0.22708,0.12599,0.00609
25/01/2016,0.18708,0.34608,0.20835,0.00927
26/01/2016,0.17026,0.35026,0.19226,0.01136
27/01/2016,0.5158,0.33535,0.19799,0.01054
28/01/2016,0.18508,0.37526,0.20208,0.01454
29/01/2016,0.16663,0.37398,0.19772,0.01499
30/01/2016,0.14799,0.35298,0.16263,0.00881
31/01/2016,0.15363,0.35371,0.14126,0.0099
01/02/2016,0.19844,0.64398,0.21481,0.01409
02/02/2016,0.20026,0.62743,0.2059,0.0129
03/02/2016,0.2019,0.61498,0.20508,0.01172
04/02/2016,0.21681,0.76734,0.21335,0.0109
05/02/2016,0.2179,0.92333,0.20935,0.01427
06/02/2016,0.17563,0.99815,0.18508,0.00881
07/02/2016,0.17154,0.72443,0.15526,0.00636
08/02/2016,0.17017,0.6437,0.14608,0.00581
09/02/2016,0.2089,0.76224,0.16954,0.00681
10/02/2016,0.23735,0.94451,0.21781,0.00799
11/02/2016,0.26653,1.35459,0.27326,0.00999
12/02/2016,0.2709,1.29496,0.23999,0.01399
13/02/2016,0.24172,1.18641,0.2149,0.00927
14/02/2016,0.21917,0.91733,0.17817,0.00672
15/02/2016,0.28108,1.75503,0.26499,0.00981
16/02/2016,0.25562,1.35777,0.23226,0.01009
17/02/2016,0.21844,0.9886,0.22308,0.01136
18/02/2016,0.21099,0.91279,0.21872,0.01181
19/02/2016,0.19608,0.77324,0.20581,0.0109
20/02/2016,0.16472,0.62498,0.16354,0.00799
21/02/2016,0.1799,0.92951,0.14863,0.00627
22/02/2016,0.21926,1.29477,0.2309,0.00809
23/02/2016,0.20472,1.08751,0.20208,0.00863
24/02/2016,0.19053,0.78843,0.21135,0.00999
25/02/2016,0.18144,0.70488,0.20117,0.01072
26/02/2016,0.17708,0.61043,0.20053,0.01099
27/02/2016,0.1439,0.4448,0.17072,0.00718
28/02/2016,0.13372,0.42498,0.1439,0.00654
29/02/2016,0.16799,0.52589,0.21381,0.00618
01/03/2016,0.14663,0.40371,0.17344,0.00754
02/03/2016,0.1459,0.44916,0.20008,0.00854
03/03/2016,0.12299,0.37035,0.16644,0.01099
04/03/2016,0.10772,0.37517,0.17772,0.01672
05/03/2016,0.11926,0.32389,0.16526,0.00945
06/03/2016,0.11826,0.31944,0.15717,0.00472
07/03/2016,0.14526,0.40835,0.21799,0.01072
08/03/2016,0.1319,0.34817,0.1989,0.00981
09/03/2016,0.1279,0.32789,0.18953,0.0109
10/03/2016,0.13945,0.26753,0.18672,0.01172
11/03/2016,0.21408,0.28317,0.16908,0.00972
12/03/2016,0.12781,0.24871,0.14281,0.0089
13/03/2016,0.14981,0.26499,0.13926,0.00836
14/03/2016,0.16235,0.36389,0.19708,0.01118
15/03/2016,0.15644,0.34489,0.19308,0.01163
16/03/2016,0.1559,0.32689,0.18781,0.00963
17/03/2016,0.15554,0.34471,0.18181,0.01236
18/03/2016,0.14417,0.49416,0.17563,0.01027
19/03/2016,0.1329,0.39907,0.15145,0.01154
20/03/2016,0.13863,0.39662,0.14408,0.00945
21/03/2016,0.16735,0.56989,0.21199,0.00963
22/03/2016,0.3788,0.5188,0.2139,0.01309
23/03/2016,0.17335,0.41671,0.20199,0.01236
24/03/2016,0.18126,0.43062,0.21072,0.01372
25/03/2016,0.16626,0.38089,0.20963,0.01463
26/03/2016,0.14972,0.34526,0.17572,0.00981
27/03/2016,0.18963,0.30744,0.16926,0.00827
28/03/2016,0.20944,0.4638,0.23108,0.01254
29/03/2016,0.18699,0.42253,0.22944,0.01418
30/03/2016,0.1729,0.40507,0.22672,0.01972
31/03/2016,0.17172,0.38026,0.22053,0.01181
01/04/2016,0.15026,0.3538,0.21399,0.00963
02/04/2016,0.13845,0.29408,0.19181,0.01472
03/04/2016,0.15781,0.28408,0.18781,0.02063
04/04/2016,0.17863,0.4138,0.25281,0.01572
05/04/2016,0.15635,0.35189,0.22935,0.03454
06/04/2016,0.14535,0.33144,0.22699,0.01763
07/04/2016,0.15317,0.2879,0.2259,0.01081
08/04/2016,0.12672,0.26317,0.21581,0.00981
09/04/2016,0.11854,0.22526,0.18072,0.00636
10/04/2016,0.12135,0.21281,0.17099,0.00672
11/04/2016,0.15063,0.3038,0.23117,0.01136
12/04/2016,0.13299,0.25217,0.21544,0.00972
13/04/2016,0.12272,0.19226,0.18617,0.01209
14/04/2016,0.13108,0.20299,0.21035,0.00799
15/04/2016,0.12508,0.16844,0.21353,0.00872
16/04/2016,0.11308,0.15299,0.19163,0.01045
17/04/2016,0.12026,0.13981,0.15308,0.00809
18/04/2016,0.14126,0.19935,0.23362,0.01036
19/04/2016,0.12345,0.15363,0.20944,0.0099
20/04/2016,0.13063,0.13708,0.20826,0.00909
21/04/2016,0.11845,0.12117,0.20517,0.01009
22/04/2016,0.10136,0.11408,0.19363,0.00836
23/04/2016,0.10545,0.09572,0.17026,0.00518
24/04/2016,0.10117,0.08545,0.14835,0.01063
25/04/2016,0.13863,0.12081,0.22144,0.01363
26/04/2016,0.12545,0.12063,0.20981,0.00972
27/04/2016,0.36226,0.1039,0.21408,0.01127
28/04/2016,0.13108,0.08645,0.22662,0.01045
29/04/2016,0.11672,0.08099,0.20617,0.00972
30/04/2016,0.11236,0.06881,0.17563,0.00836
01/05/2016,0.10645,0.06327,0.16017,0.00672
02/05/2016,0.13054,0.08927,0.22681,0.00945
03/05/2016,0.1249,0.07308,0.22472,0.00854
04/05/2016,0.11481,0.05745,0.19881,0.00963
05/05/2016,0.10172,0.03999,0.14763,0.00536
06/05/2016,0.10236,0.05008,0.17399,0.00563
07/05/2016,0.09481,0.04781,0.16135,0.01127
08/05/2016,0.09763,0.04908,0.15417,0.00772
09/05/2016,0.13608,0.06854,0.23608,0.00827
10/05/2016,0.12935,0.05836,0.22072,0.01045
11/05/2016,0.13072,0.10599,0.21244,0.01118
12/05/2016,0.12126,0.07836,0.20226,0.00745
13/05/2016,0.11317,0.05427,0.19608,0.00836
14/05/2016,0.11181,0.03972,0.14172,0.00936
15/05/2016,0.12126,0.04218,0.15481,0.01127
16/05/2016,0.13881,0.05199,0.23026,0.01136
17/05/2016,0.13199,0.04736,0.22872,0.00981
18/05/2016,0.1269,0.04699,0.21835,0.01172
19/05/2016,0.12881,0.04763,0.21453,0.01054
20/05/2016,0.11754,0.04727,0.19835,0.01072
21/05/2016,0.10217,0.03636,0.15935,0.00918
22/05/2016,0.11863,0.04063,0.15454,0.00745
23/05/2016,0.14545,0.05099,0.22881,0.01181
24/05/2016,0.12817,0.04354,0.21762,0.01036
25/05/2016,0.12017,0.03936,0.20244,0.01218
26/05/2016,0.11381,0.03845,0.19363,0.0099
27/05/2016,0.10572,0.03045,0.18753,0.00918
28/05/2016,0.10145,0.02927,0.1529,0.00863
29/05/2016,0.09899,0.0309,0.15863,0.00872
30/05/2016,0.13226,0.04154,0.22172,0.00927
31/05/2016,0.12854,0.03718,0.1999,0.01372
01/06/2016,0.26908,0.03281,0.19463,0.01254
02/06/2016,0.14117,0.02945,0.18663,0.01036
03/06/2016,0.11154,0.03054,0.18154,0.00981
04/06/2016,0.10181,0.02718,0.15872,0.00827
05/06/2016,0.09599,0.02763,0.1449,0.00963
06/06/2016,0.12245,0.03199,0.15944,0.01054
07/06/2016,0.12563,0.03908,0.21626,0.01272
08/06/2016,0.11236,0.03518,0.19881,0.01099
09/06/2016,0.11263,0.0329,0.18899,0.01454
10/06/2016,0.10263,0.02618,0.15772,0.00799
11/06/2016,0.10263,0.02109,0.13599,0.0069
12/06/2016,0.10836,0.02627,0.13263,0.00727
13/06/2016,0.10899,0.03172,0.18517,0.00681
14/06/2016,0.10554,0.03299,0.16154,0.0109
15/06/2016,0.10863,0.02609,0.15699,0.01154
16/06/2016,0.10272,0.02727,0.16699,0.00845
17/06/2016,0.10236,0.02381,0.15781,0.00772
18/06/2016,0.08172,0.02199,0.12345,0.0069
19/06/2016,0.09826,0.02545,0.12635,0.00863
20/06/2016,0.10726,0.02836,0.17244,0.01181
21/06/2016,0.10445,0.02509,0.1419,0.00836
22/06/2016,0.11036,0.02636,0.14699,0.00899
23/06/2016,0.15154,0.02454,0.14581,0.00854
24/06/2016,0.11699,0.02163,0.13517,0.0059
25/06/2016,0.10508,0.01954,0.10736,0.00627
26/06/2016,0.09908,0.02145,0.10572,0.00745
27/06/2016,0.12172,0.02436,0.14908,0.00699
28/06/2016,0.10745,0.02363,0.15281,0.00627
29/06/2016,0.10636,0.02109,0.14735,0.00636
30/06/2016,0.09626,0.01845,0.13845,0.00599
01/07/2016,0.09445,0.01627,0.12854,0.00599
02/07/2016,0.09281,0.01572,0.10808,0.00399
03/07/2016,0.0929,0.01699,0.10426,0.00418
04/07/2016,0.12463,0.02127,0.15126,0.00599
05/07/2016,0.10854,0.01872,0.13308,0.00454
06/07/2016,0.09881,0.01745,0.13708,0.00563
07/07/2016,0.10263,0.01854,0.12926,0.00636
08/07/2016,0.09299,0.01999,0.12717,0.00609
09/07/2016,0.09199,0.01563,0.11045,0.00527
10/07/2016,0.0989,0.01572,0.09263,0.00527
11/07/2016,0.10772,0.02172,0.14526,0.00681
12/07/2016,0.10563,0.02145,0.13526,0.00681
13/07/2016,0.1159,0.01536,0.13035,0.00518
14/07/2016,0.10836,0.01799,0.13381,0.00663
15/07/2016,0.13454,0.02018,0.1299,0.0069
16/07/2016,0.14172,0.01381,0.10417,0.0049
17/07/2016,0.14917,0.01699,0.09663,0.00618
18/07/2016,0.14172,0.02136,0.15272,0.00718
19/07/2016,0.12226,0.01781,0.14463,0.00727
20/07/2016,0.19826,0.01918,0.13645,0.00654
21/07/2016,0.20535,0.01672,0.12935,0.00627
22/07/2016,0.17672,0.02054,0.13363,0.00518
23/07/2016,1.09578,0.01699,0.1079,0.00445
24/07/2016,0.29944,0.01799,0.10199,0.00445
25/07/2016,0.20472,0.0189,0.14226,0.00572
26/07/2016,0.15717,0.01754,0.13099,0.00518
27/07/2016,0.93669,0.01536,0.13354,0.00436
28/07/2016,0.19772,0.01554,0.1249,0.00509
29/07/2016,0.13626,0.01681,0.12426,0.00454
30/07/2016,0.13372,0.01181,0.10163,0.0049
31/07/2016,0.13835,0.01127,0.08554,0.0029
01/08/2016,0.14199,0.01418,0.13835,0.00481
02/08/2016,0.13863,0.0139,0.1229,0.00554
03/08/2016,0.18417,0.01654,0.15326,0.00436
04/08/2016,0.15763,0.01563,0.16017,0.00681
05/08/2016,0.2799,0.01399,0.14626,0.00536
06/08/2016,0.11126,0.01145,0.10926,0.00345
07/08/2016,0.11772,0.01481,0.1049,0.00427
08/08/2016,0.12226,0.01381,0.16354,0.00545
09/08/2016,0.10426,0.01445,0.15717,0.00472
10/08/2016,0.09636,0.01463,0.15163,0.00645
11/08/2016,0.09945,0.01663,0.14917,0.00636
12/08/2016,0.09908,0.01436,0.12835,0.00445
13/08/2016,0.11745,0.00981,0.11099,0.00336
14/08/2016,0.73479,0.01109,0.09236,0.00309
15/08/2016,0.43025,0.01254,0.10772,0.00436
16/08/2016,0.12317,0.01645,0.1699,0.00381
17/08/2016,0.14472,0.01736,0.14926,0.00536
18/08/2016,0.12445,0.01736,0.14826,0.00563
19/08/2016,0.11263,0.01336,0.14826,0.00645
20/08/2016,0.09408,0.0129,0.11645,0.00527
21/08/2016,0.10417,0.01281,0.10717,0.00627
22/08/2016,0.11554,0.01927,0.17035,0.00463
23/08/2016,0.11272,0.02199,0.15344,0.00609
24/08/2016,0.10045,0.02227,0.16035,0.00372
25/08/2016,0.10254,0.02799,0.15926,0.00545
26/08/2016,0.11599,0.02409,0.14826,0.00454
27/08/2016,0.12481,0.01999,0.12954,0.00418
28/08/2016,0.15363,0.02145,0.12935,0.00927
29/08/2016,0.15781,0.03599,0.18835,0.00481
30/08/2016,0.1659,0.05936,0.16326,0.00527
31/08/2016,0.36308,0.05436,0.16354,0.00572
01/09/2016,0.13926,0.04727,0.16599,0.00509
02/09/2016,0.13181,0.05045,0.16608,0.00609
03/09/2016,0.11954,0.03045,0.14726,0.00609
04/09/2016,0.11808,0.02963,0.12717,0.00472
05/09/2016,0.14426,0.05808,0.20799,0.00545
06/09/2016,0.13354,0.06408,0.18999,0.00645
07/09/2016,0.13172,0.06099,0.18626,0.00727
08/09/2016,0.12808,0.05245,0.18117,0.00718
09/09/2016,0.12017,0.05745,0.16354,0.00618
10/09/2016,0.12308,0.03736,0.14681,0.04608
11/09/2016,0.1489,0.03954,0.12935,0.01045
12/09/2016,0.15726,0.06554,0.31053,0.01081
13/09/2016,0.14117,0.05127,0.2079,0.00663
14/09/2016,0.13826,0.03099,0.17572,0.00627
15/09/2016,0.13681,0.02945,0.17044,0.00554
16/09/2016,0.14445,0.03499,0.17099,0.00481
17/09/2016,0.15899,0.03945,0.1699,0.00672
18/09/2016,0.17117,0.05345,0.15844,0.00663
19/09/2016,0.20544,0.09354,0.2519,0.0109
20/09/2016,0.19017,0.11008,0.20953,0.01145
21/09/2016,0.19872,0.11526,0.20644,0.00836
22/09/2016,0.18172,0.10972,0.19726,0.00936
23/09/2016,0.16744,0.11054,0.18353,0.00881
24/09/2016,0.16326,0.08399,0.15199,0.0049
25/09/2016,0.16954,0.06217,0.14935,0.00654
26/09/2016,0.18726,0.14554,0.22599,0.00836
27/09/2016,0.16417,0.22299,0.22253,0.00799
28/09/2016,0.18453,0.13035,0.19899,0.00654
29/09/2016,0.1829,0.11145,0.19281,0.00618
30/09/2016,0.17099,0.11099,0.19499,0.00518
01/10/2016,0.72861,0.08817,0.16517,0.00472
02/10/2016,0.19744,0.06954,0.14208,0.00399
03/10/2016,0.19435,0.11654,0.15754,0.00618
04/10/2016,0.18244,0.22072,0.22481,0.00627
05/10/2016,0.16272,0.18399,0.19308,0.00718
06/10/2016,0.16517,0.15435,0.1959,0.00654
07/10/2016,0.1509,0.14563,0.18253,0.00545
08/10/2016,0.13572,0.11563,0.14863,0.0079
09/10/2016,0.15908,0.09499,0.13072,0.00399
10/10/2016,0.21144,0.19563,0.19908,0.00799
11/10/2016,0.20999,0.19108,0.20053,0.00654
12/10/2016,0.18817,0.17872,0.20535,0.00818
13/10/2016,0.19181,0.18372,0.20126,0.00527
14/10/2016,0.15981,0.16344,0.1849,0.00618
15/10/2016,0.1349,0.12981,0.15599,0.00581
16/10/2016,0.14754,0.09581,0.15045,0.00699
17/10/2016,0.1769,0.18999,0.2409,0.01018
18/10/2016,0.15781,0.16781,0.22226,0.0079
19/10/2016,0.15526,0.14845,0.2279,0.00981
20/10/2016,0.15654,0.12817,0.21072,0.01099
21/10/2016,0.15017,0.11954,0.20363,0.00827
22/10/2016,0.13963,0.10845,0.16063,0.00854
23/10/2016,0.14372,0.08517,0.15635,0.00718
24/10/2016,0.16699,0.13935,0.23253,0.0109
25/10/2016,0.15217,0.13172,0.21444,0.01209
26/10/2016,0.15472,0.12181,0.21163,0.01054
27/10/2016,0.16608,0.13445,0.2109,0.00963
28/10/2016,0.14645,0.13872,0.20544,0.01018
29/10/2016,0.14335,0.09317,0.14954,0.00745
30/10/2016,0.15544,0.07936,0.13135,0.00745
31/10/2016,0.18499,0.12517,0.22044,0.01027
01/11/2016,0.18499,0.11999,0.21035,0.01109
02/11/2016,0.17999,0.12635,0.1999,0.01063
03/11/2016,0.17563,0.11045,0.20908,0.00999
04/11/2016,0.14545,0.10672,0.20217,0.01045
05/11/2016,0.13908,0.08117,0.16317,0.00872
06/11/2016,0.14454,0.06981,0.16217,0.01218
07/11/2016,0.16417,0.11072,0.26462,0.01227
08/11/2016,0.17172,0.11536,0.25862,0.01336
09/11/2016,0.15772,0.09626,0.23344,0.0149
10/11/2016,0.15017,0.09099,0.22081,0.0159
11/11/2016,0.13817,0.09581,0.20817,0.01172
12/11/2016,0.11854,0.07945,0.17244,0.00854
13/11/2016,0.13526,0.08736,0.16308,0.00836
14/11/2016,0.15908,0.11408,0.27953,0.01099
15/11/2016,0.13854,0.1179,0.24072,0.01199
16/11/2016,0.14463,0.11054,0.2379,0.01081
17/11/2016,0.14954,0.11199,0.22244,0.01263
18/11/2016,0.13945,0.10617,0.22653,0.01072
19/11/2016,0.11872,0.08363,0.17999,0.01272
20/11/2016,0.11863,0.07645,0.15799,0.01054
21/11/2016,0.16335,0.14308,0.27644,0.01309
22/11/2016,0.15799,0.12526,0.26544,0.01318
23/11/2016,0.17499,0.16772,0.24017,0.01509
24/11/2016,0.18481,0.14717,0.22535,0.01454
25/11/2016,0.16581,0.14526,0.21926,0.01554
26/11/2016,0.13426,0.11817,0.18099,0.01245
27/11/2016,0.13699,0.11745,0.17281,0.01399
28/11/2016,0.18544,0.2139,0.27362,0.0139
29/11/2016,0.1759,0.20817,0.25717,0.01463
30/11/2016,0.18872,0.2179,0.2539,0.01518
01/12/2016,0.17599,0.28408,0.23881,0.01472
02/12/2016,0.1619,0.34708,0.22108,0.01354
03/12/2016,0.15217,0.31562,0.21572,0.01363
04/12/2016,0.16063,0.31817,0.18272,0.01118
05/12/2016,0.20381,0.6877,0.29135,0.01299
06/12/2016,0.18117,0.62707,0.24181,0.01881
07/12/2016,0.21063,0.6207,0.24708,0.01627
08/12/2016,0.23072,1.0266,0.25217,0.01445
09/12/2016,0.20435,1.03542,0.24271,0.01727
10/12/2016,0.37389,0.83088,0.19881,0.01509
11/12/2016,0.2459,1.04142,0.18653,0.01363
12/12/2016,0.30035,1.89167,0.28208,0.02081
13/12/2016,0.28808,1.80776,0.25217,0.02045
14/12/2016,0.26753,1.57204,0.2499,0.01799
15/12/2016,0.3078,2.58237,0.26362,0.03736
16/12/2016,0.33444,2.99181,0.22944,0.03345
17/12/2016,0.28644,2.1972,0.20135,0.01445
18/12/2016,0.31435,2.02812,0.18563,0.0159
19/12/2016,0.39171,3.37689,0.31699,0.02699
20/12/2016,0.37553,27.32727,0.3278,0.02436
21/12/2016,0.3278,4.73285,0.28044,0.02336
22/12/2016,0.30017,3.49098,0.27199,0.02045
23/12/2016,0.26317,2.50792,0.23581,0.02154
24/12/2016,0.20381,1.65404,0.19263,0.01527
25/12/2016,0.21653,1.65531,0.17181,0.01127
26/12/2016,0.28299,2.52256,0.27653,0.01481
27/12/2016,0.26081,1.95185,0.25044,0.01927
28/12/2016,0.23708,1.57731,0.23435,0.01799
29/12/2016,0.23153,1.32214,0.20953,0.01909
30/12/2016,0.2069,1.16187,0.21908,0.01899
31/12/2016,0.18353,0.84988,0.17081,0.01581
01/01/2017,0.15808,0.67943,0.15299,0.01163
02/01/2017,0.21226,1.06214,0.23344,0.01463
03/01/2017,0.18199,0.83679,0.21353,0.01509
04/01/2017,0.20208,0.74097,0.2159,0.01545
05/01/2017,0.17499,0.66007,0.2129,0.01899
